Order Date,QB Num,P. O. #,Name,Deliv Date,Qty(+),Item,Inventory Site
2025/08/26,POD-251220,SO-20251209,Neousys Technology Incorp.,2025/10/09,2.0,Nuvo-9006LP-PoE-i9IC14-65W-DS,Drop Ship
2025/09/29,POD-251376,SO-20251379,Neousys Technology Incorp.,2025/10/17,4.0,Nuvo-9006LP-PoE-i9IC14-65W-DS,Drop Ship
2025/08/29,POD-251247,SO-20251229,Neousys Technology Incorp.,2025/09/17,6.0,Nuvo-9160GC-PoE,WH01S-NTA
2025/09/15,POD-251321,,Neousys Technology Incorp.,2025/10/01,7.0,Nuvo-9160GC-PoE,WH01S-NTA
2025/09/30,POD-251392,SO-20251396,Neousys Technology Incorp.,2025/10/17,3.0,Nuvo-9204VTC-i9IC-65W,Drop Ship
2025/09/22,POD-251351,,Neousys Technology Incorp.,2025/10/16,2.0,Nuvo-9208VTC,WH01S-NTA
2025/08/26,POD-251221,SO-20251217,Neousys Technology Incorp.,2025/10/08,42.0,Nuvo-9501,Drop Ship
2025/09/11,POD-251298,,Neousys Technology Incorp.,2025/09/24,2.0,Nuvo-9501,WH01S-NTA
2025/09/15,POD-251321,,Neousys Technology Incorp.,2025/10/01,2.0,Nuvo-9501,WH01S-NTA
2025/09/16,POD-251328,SO-20251313,Neousys Technology Incorp.,2025/10/08,30.0,Nuvo-9501,Drop Ship
2025/09/12,POD-251306,SO-20251294,Neousys Technology Incorp.,2025/09/24,1.0,Nuvo-9531-FT,WH01S-NTA
2025/09/16,POD-251325,,Neousys Technology Incorp.,2025/10/01,1.0,Nuvo-9531-FT,WH01S-NTA
2025/09/29,POD-251374,SO-20251373,Neousys Technology Incorp.,2025/10/17,5.0,Nuvo-9531-i3QC,Drop Ship
2025/09/29,POD-251375,SO-20251374,Neousys Technology Incorp.,2025/10/17,5.0,Nuvo-9531-i3QC,Drop Ship
2025/09/08,POD-251275,SO-20251253,Neousys Technology Incorp.,2025/10/01,8.0,Nuvo-9531-PoE,WH01S-NTA
2025/09/29,POD-251374,SO-20251373,Neousys Technology Incorp.,2025/10/17,5.0,Nuvo-9531-PoE-i3QC,Drop Ship
2025/09/29,POD-251375,SO-20251374,Neousys Technology Incorp.,2025/10/17,5.0,Nuvo-9531-PoE-i3QC,Drop Ship
2025/09/19,POD-251346,SO-20251334,Neousys Technology Incorp.,2025/10/03,3.0,Nuvo-9531-PoE-i9IC,Drop Ship
2025/09/18,POD-251343,SO-20251328,Neousys Technology Incorp.,2025/10/03,4.0,POC-300,Drop Ship
2025/07/25,POD-251059,SO-20251032,Neousys Technology Incorp.,2025/10/22,25.0,POC-330,WH01S-NTA
2025/07/25,POD-251060,,Neousys Technology Incorp.,2025/11/19,25.0,POC-330,WH01S-NTA
2025/09/22,POD-251357,SO-20251342,Neousys Technology Incorp.,2025/10/10,4.0,POC-330,Drop Ship
2025/08/26,POD-251222,SO-20251218,Neousys Technology Incorp.,2025/10/09,5.0,POC-351VTC,Drop Ship
2025/09/30,POD-251378,SO-20251367,Neousys Technology Incorp.,2025/10/15,10.0,Cblkit-M12-POC-465AWP,WH01S-NTA
2025/09/30,POD-251379,SO-20251368,Neousys Technology Incorp.,2025/10/15,30.0,Cblkit-M12-POC-465AWP,WH01S-NTA
2025/09/18,POD-251340,,Neousys Technology Incorp.,2025/10/15,1.0,POC-40,WH01S-NTA
2025/09/26,POD-251373,SO-20251357,Neousys Technology Incorp.,2025/10/16,4.0,POC-40+IGN,WH01S-NTA
2025/09/09,POD-251287,SO-20251265,Neousys Technology Incorp.,2025/09/24,1.0,POC-400,WH01S-NTA
2025/09/15,POD-251321,,Neousys Technology Incorp.,2025/10/01,1.0,POC-400,WH01S-NTA
2025/09/16,POD-251326,SO-20251308,Neousys Technology Incorp.,2025/10/03,140.0,POC-400,Drop Ship
2025/09/17,POD-251333,SO-20251311,Neousys Technology Incorp.,2025/10/01,10.0,POC-400,WH01S-NTA
2025/09/24,POD-251367,SO-20251352,Neousys Technology Incorp.,2025/10/10,5.0,POC-400,Drop Ship
2025/09/02,POD-251253,SO-20251244,Neousys Technology Incorp.,2025/10/03,5.0,POC-410,Drop Ship
2025/09/26,POD-251371,,Neousys Technology Incorp.,2025/10/16,8.0,POC-410,WH01S-NTA
2025/09/30,POD-251378,SO-20251367,Neousys Technology Incorp.,2025/10/15,10.0,POC-465AWP,WH01S-NTA
2025/09/30,POD-251379,SO-20251368,Neousys Technology Incorp.,2025/10/15,30.0,POC-465AWP,WH01S-NTA
2025/08/26,POD-251219,SO-20251212,Neousys Technology Incorp.,2025/10/09,5.0,POC-515,Drop Ship
2025/09/15,POD-251321,,Neousys Technology Incorp.,2025/10/01,1.0,POC-515,WH01S-NTA
2025/09/02,POD-251252,SO-20251243,Neousys Technology Incorp.,2025/10/09,10.0,POC-545,Drop Ship
2025/09/18,POD-251337,SO-20251314,Neousys Technology Incorp.,2025/10/08,2.0,POC-545,WH01S-NTA
2025/07/24,POD-251046,SO-20251050,Neousys Technology Incorp.,2025/10/03,34.0,POC-551VTC-GLE50-FP,Drop Ship
2025/07/24,POD-251047,SO-20251051,Neousys Technology Incorp.,2025/11/21,24.0,POC-551VTC-GLE50-FP,Drop Ship
2025/07/24,POD-251048,SO-20251052,Neousys Technology Incorp.,2025/12/19,29.0,POC-551VTC-GLE50-FP,Drop Ship
2025/09/15,POD-251321,,Neousys Technology Incorp.,2025/10/01,1.0,POC-712,WH01S-NTA
2025/09/30,POD-251384,,Neousys Technology Incorp.,2025/10/15,6.0,POC-712,WH01S-NTA
2025/09/08,POD-251274,SO-20251254,Neousys Technology Incorp.,2025/09/24,5.0,POC-712-UL,WH01S-NTA
2025/09/15,POD-251321,,Neousys Technology Incorp.,2025/10/01,2.0,POC-712-UL,WH01S-NTA
2025/09/30,POD-251381,,Neousys Technology Incorp.,2025/10/15,3.0,POC-712-UL,WH01S-NTA
2025/07/25,POD-251062,SO-20251044,Neousys Technology Incorp.,2025/12/24,5.0,POC-715-CGN1,WH01S-NTA
2025/07/25,POD-251062,SO-20251044,Neousys Technology Incorp.,2025/12/24,5.0,POC-715-CGN2,WH01S-NTA
2025/10/01,POD-251397,,Neousys Technology Incorp.,2025/10/22,1.0,POC-751VTC,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,Cbl-PC-TW-180CM1,WH02D-NTA
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,2.0,Cbl-PC-TW-180CM1,Drop Ship
2025/09/18,POD-251341,SO-20251326,Neousys Technology Incorp.,2025/10/08,20.0,PA-120W-OW,Drop Ship
2025/08/26,POD-251221,SO-20251217,Neousys Technology Incorp.,2025/10/08,42.0,PA-160W-OW,Drop Ship
2025/09/16,POD-251328,SO-20251313,Neousys Technology Incorp.,2025/10/08,30.0,PA-160W-OW,Drop Ship
2025/09/25,POD-251370,SO-20251358,Neousys Technology Incorp.,2025/10/10,40.0,PA-160W-OW,Drop Ship
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,PA-280W-CW6P-2P,WH02D-NTA
2025/09/22,POD-251353,,Neousys Technology Incorp.,2025/10/01,2.0,PA-280W-CW6P-2P,WH01S-NTA
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,1.0,PA-600W-C4PY-4P,WH01S-NTA
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,2.0,PA-60W-OW,Drop Ship
2025/08/26,POD-251219,SO-20251212,Neousys Technology Incorp.,2025/10/09,9.0,PB-9250J-SA,Drop Ship
2025/08/15,POD-251164,SO-20251167,Neousys Technology Incorp.,2025/10/01,1.0,RGS-8805GC-DEX,WH01S-NTA
2025/10/01,POD-251401,SO-20251389,Neousys Technology Incorp.,2025/10/03,2.0,POC-320-MB-A3,Drop Ship
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,2.0,Cbl-TpCPlug-DPM-1M,WH01S-NTA
2025/09/01,POD-251251,SO-20251236,Neousys Technology Incorp.,2025/09/17,2.0,Cbl-TpCPlug-U3TA-50CM,WH01S-NTA
2025/09/03,POD-251259,SO-20251249,Neousys Technology Incorp.,2025/10/31,26.0,Cbl-TpCPlug-U3TA-50CM,Drop Ship
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,2.0,Cbl-TpCPlug-U3TA-50CM,WH01S-NTA
2025/09/23,POD-251358,SO-20251335,Neousys Technology Incorp.,2025/10/01,2.0,Cbl-TpCPlug-UTpCF-50CM,WH01S-NTA
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,2.0,Cbl-TpCPlug-UTpCF-50CM,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,Cblkit-M12-SEMIL1708,WH02D-NTA
2025/08/14,POD-251157,SO-20251145,Neousys Technology Incorp.,2025/09/03,1.0,Cblkit-M12-SEMIL2000,WH01S-NTA
2025/08/21,POD-251191,SO-20251174,,2025/09/10,2.0,Cblkit-M12-SEMIL2000,WH01S-NTA
2025/08/25,POD-251205,SO-20251194,Neousys Technology Incorp.,2025/09/10,1.0,Cblkit-M12-SEMIL2000,WH01S-NTA
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,1.0,Cblkit-M12-SEMIL2000,WH01S-NTA
2025/09/03,POD-251259,SO-20251249,Neousys Technology Incorp.,2025/10/31,13.0,Cblkit-M12-SEMIL2000-AS02,Drop Ship
2025/08/14,POD-251157,SO-20251145,Neousys Technology Incorp.,2025/09/03,1.0,Pnl-3M12-2Ant-SEMIL20,WH01S-NTA
2025/08/21,POD-251191,SO-20251174,,2025/09/10,2.0,Pnl-3M12-2Ant-SEMIL20,WH01S-NTA
2025/09/03,POD-251259,SO-20251249,Neousys Technology Incorp.,2025/10/31,13.0,Pnl-5Ant-SEMIL20,Drop Ship
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,1.0,Pnl-5Ant-SEMIL20,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,SEMIL-1708,WH02D-NTA
2025/05/05,POD-250648,SO-20250640,Neousys Technology Incorp.,2025/10/01,10.0,SEMIL-1708-FF,WH01S-NTA
2025/05/05,POD-250649,SO-20250641,Neousys Technology Incorp.,2025/11/05,10.0,SEMIL-1708-FF,WH01S-NTA
2025/05/05,POD-250650,SO-20250642,Neousys Technology Incorp.,2025/12/03,10.0,SEMIL-1708-FF,WH01S-NTA
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,2025/10/29,1.0,SEMIL-1748GC-10G-L4-BSK(EA),WH01S-NTA
2025/09/01,POD-251251,SO-20251236,Neousys Technology Incorp.,2025/09/17,2.0,SEMIL-2007,WH01S-NTA
2025/09/03,POD-251259,SO-20251249,Neousys Technology Incorp.,2025/10/31,13.0,SEMIL-2007,Drop Ship
2025/08/14,POD-251157,SO-20251145,Neousys Technology Incorp.,2025/09/03,1.0,SEMIL-2047GC,WH01S-NTA
2025/08/21,POD-251191,SO-20251174,,2025/09/10,2.0,SEMIL-2047GC,WH01S-NTA
2025/09/08,POD-251286,SO-20251153,Neousys Technology Incorp.,2025/10/01,7.0,SEMIL-2047GC,WH01S-NTA
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,1.0,SEMIL-2047GC,WH01S-NTA
2025/09/04,POD-251261,SO-20251248,Neousys Technology Incorp.,2025/10/08,3.0,SEMIL-2047GC-CRL,WH01S-NTA
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,2.0,M.242-SSD-128GB-PCIe34-TLCET-PN,Drop Ship
2025/09/24,POD-251363,SO-20251343,Neousys Technology Incorp.,2025/10/15,1.0,M.242-SSD-1TB-PCIe34-TLC5WT-TD,WH01S-NTA
2025/05/05,POD-250648,SO-20250640,Neousys Technology Incorp.,2025/10/01,10.0,M.280-SSD-1TB-PCIe44-TLC5-PN,WH01S-NTA
2025/05/05,POD-250649,SO-20250641,Neousys Technology Incorp.,2025/11/05,10.0,M.280-SSD-1TB-PCIe44-TLC5-PN,WH01S-NTA
2025/05/05,POD-250650,SO-20250642,Neousys Technology Incorp.,2025/12/03,10.0,M.280-SSD-1TB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/03,POD-251259,SO-20251249,Neousys Technology Incorp.,2025/10/31,13.0,M.280-SSD-1TB-PCIe44-TLC5-PN,Drop Ship
2025/08/19,POD-251180,SO-20251175,Neousys Technology Incorp.,2025/09/17,20.0,M.280-SSD-1TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/08/19,POD-251181,SO-20251176,Neousys Technology Incorp.,2025/09/17,20.0,M.280-SSD-1TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/08/19,POD-251182,SO-20251177,Neousys Technology Incorp.,2025/09/24,20.0,M.280-SSD-1TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/08/19,POD-251183,SO-20251178,Neousys Technology Incorp.,2025/09/17,25.0,M.280-SSD-1TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/08/19,POD-251184,SO-20251179,Neousys Technology Incorp.,2025/09/24,20.0,M.280-SSD-1TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/01,POD-251251,SO-20251236,Neousys Technology Incorp.,2025/09/17,2.0,M.280-SSD-1TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/26,POD-251373,SO-20251357,Neousys Technology Incorp.,2025/10/16,4.0,M.280-SSD-1TB-SATA-TLC5WT-TD,WH01S-NTA
2025/09/30,POD-251378,SO-20251367,Neousys Technology Incorp.,2025/10/15,10.0,M.280-SSD-1TB-SATA-TLC5WT-TD,WH01S-NTA
2025/09/30,POD-251379,SO-20251368,Neousys Technology Incorp.,2025/10/15,30.0,M.280-SSD-1TB-SATA-TLC5WT-TD,WH01S-NTA
2025/09/17,POD-251333,SO-20251311,Neousys Technology Incorp.,2025/10/01,9.0,M.280-SSD-1TB-SATA-TLCWT-IK,WH01S-NTA
2025/07/25,POD-251062,SO-20251044,Neousys Technology Incorp.,2025/12/24,5.0,M.280-SSD-256GB-PCIe44-TLC5-PN,WH01S-NTA
2025/07/25,POD-251062,SO-20251044,Neousys Technology Incorp.,2025/12/24,5.0,M.280-SSD-256GB-PCIe44-TLC5-PN,WH01S-NTA
2025/08/15,POD-251164,SO-20251167,Neousys Technology Incorp.,2025/10/01,1.0,M.280-SSD-256GB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,26.0,M.280-SSD-256GB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/18,POD-251340,,Neousys Technology Incorp.,2025/10/15,6.0,M.280-SSD-256GB-SATA-TLC5-PN,WH01S-NTA
2025/09/26,POD-251371,,Neousys Technology Incorp.,2025/10/16,5.0,M.280-SSD-256GB-SATA-TLC5WT-TD,WH01S-NTA
2025/08/06,POD-251122,SO-20251113,Neousys Technology Incorp.,2025/10/08,10.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/08/06,POD-251123,SO-20251113,Neousys Technology Incorp.,2025/10/15,15.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,2.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/10/01,POD-251396,SO-20251390,Neousys Technology Incorp.,2025/10/29,1.0,M.280-SSD-2TB-PCIe44-TLC5ET-TD,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH02D-NTA
2025/08/29,POD-251238,SO-20251222,Neousys Technology Incorp.,2025/09/17,7.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/08/29,POD-251238,SO-20251222,Neousys Technology Incorp.,2025/09/17,9.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/08,POD-251286,SO-20251153,Neousys Technology Incorp.,2025/10/01,7.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,6.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/10/01,POD-251395,SO-20251385,Neousys Technology Incorp.,2025/10/22,8.0,M.280-SSD-2TB-PCIe44-TLC5WT-TD,WH01S-NTA
2025/09/25,POD-251369,SO-20251348,Neousys Technology Incorp.,2025/10/22,1.0,M.280-SSD-4TB-PCIe4-TLCWT5-IK,WH01S-NTA
2025/09/04,POD-251261,SO-20251248,Neousys Technology Incorp.,2025/10/08,3.0,M.280-SSD-4TB-PCIe4-TLCWT5NH-IK,WH01S-NTA
2025/09/08,POD-251275,SO-20251253,Neousys Technology Incorp.,2025/10/01,2.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/15,POD-251317,,Neousys Technology Incorp.,2025/09/24,5.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/15,POD-251322,,Neousys Technology Incorp.,2025/09/24,2.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/22,POD-251352,SO-20251333,Neousys Technology Incorp.,2025/10/08,5.0,M.280-SSD-512GB-PCIe44-TLC5-PN,WH01S-NTA
2025/09/18,POD-251342,SO-20251327,Neousys Technology Incorp.,2025/10/03,1.0,M.280-SSD-512GB-PCIe44-TLC5WT-TD,Drop Ship
2025/08/26,POD-251217,SO-20251205,Neousys Technology Incorp.,2025/10/01,6.0,mSATA-512GB-TLCWT-IK,WH01S-NTA
2025/07/25,POD-251059,SO-20251032,Neousys Technology Incorp.,2025/10/22,25.0,mSATAHS-64GB-MLCWT-IK,WH01S-NTA
2025/07/25,POD-251060,,Neousys Technology Incorp.,2025/11/19,25.0,mSATAHS-64GB-MLCWT-IK,WH01S-NTA
2025/09/22,POD-251351,,Neousys Technology Incorp.,2025/10/16,10.0,SSD-1TB-TLC5ET-TD,WH01S-NTA
2025/08/14,POD-251157,SO-20251145,Neousys Technology Incorp.,2025/09/03,2.0,SSD-1TB-TLC5WT-TD,WH01S-NTA
2025/08/21,POD-251191,SO-20251174,,2025/09/10,4.0,SSD-1TB-TLC5WT-TD,WH01S-NTA
2025/08/06,POD-251122,SO-20251113,Neousys Technology Incorp.,2025/10/08,10.0,SSD-2TB-TLC-IK,WH01S-NTA
2025/08/06,POD-251123,SO-20251113,Neousys Technology Incorp.,2025/10/15,15.0,SSD-2TB-TLC-IK,WH01S-NTA
2025/08/28,POD-251229,SO-20251228,Neousys Technology Incorp.,2025/09/12,3.0,SSD-2TB-TLC5WT-TD,WH02D-NTA
2025/09/01,POD-251251,SO-20251236,Neousys Technology Incorp.,2025/09/17,2.0,SSD-2TB-TLC5WT-TD,WH01S-NTA
2025/09/04,POD-251261,SO-20251248,Neousys Technology Incorp.,2025/10/08,6.0,SSD-2TB-TLC5WT-TD,WH01S-NTA
2025/09/23,POD-251360,SO-20251341,Neousys Technology Incorp.,2025/10/01,1.0,SSD-512GB-TLC5-PN,WH01S-NTA
2025/09/12,POD-251308,SO-20251259,Neousys Technology Incorp.,2025/10/01,2.0,SSD-512GB-TLC5WT-TD,WH01S-NTA
2025/07/25,POD-251059,SO-20251032,Neousys Technology Incorp.,2025/10/22,25.0,Win10IoT19-Entry,WH01S-NTA
2025/07/25,POD-251060,,Neousys Technology Incorp.,2025/11/19,25.0,Win10IoT19-Entry,WH01S-NTA
2025/09/30,POD-251390,A250300,"Kontron America, Inc.",2025/10/09,5.0,Win10IoT21-Entry,WH01S-NTA
2025/09/30,POD-251391,A250301,"Kontron America, Inc.",2025/10/09,5.0,Win10IoT21-Entry,WH01S-NTA
2025/09/11,POD-251301,SO-20251281,Neousys Technology Incorp.,2025/09/24,1.0,Win10Pro-ENG64,WH01S-NTA
2025/09/12,POD-251305,SO-20251295,Neousys Technology Incorp.,2025/10/01,1.0,Win10Pro-ENG64,WH01S-NTA
2025/09/17,POD-251333,SO-20251311,Neousys Technology Incorp.,2025/10/01,10.0,Win11IoT24-Entry,WH01S-NTA
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,1.0,,
2025/09/09,POD-251293,SO-20251285,Neousys Technology Incorp.,2025/09/26,2.0,,
